ParticipantID,Age,HomeSize,MonthlyElectricityConsumption,MonthlyWaterConsumption,Location_Suburban,Location_Urban,Location_Rural,DietType_Mostly Animal-Based,DietType_Mostly Plant-Based,DietType_Mostly Balanced,TransportationMode_Car,TransportationMode_Public Transit,TransportationMode_Walk,TransportationMode_Bike,EnergySource_Non-Renewable,EnergySource_Renewable,EnergySource_Mixed,HomeType_Apartment,HomeType_House,HomeType_Other,Gender_Male,Gender_Female,Gender_Non-Binary,Gender_Prefer not to say,LocalFoodFrequency_Often,LocalFoodFrequency_Always,LocalFoodFrequency_Rarely,LocalFoodFrequency_Sometimes,ClothingFrequency_Often,ClothingFrequency_Always,ClothingFrequency_Rarely,ClothingFrequency_Sometimes,SustainableBrands_TRUE,SustainableBrands_FALSE,EnvironmentalAwareness_1,EnvironmentalAwareness_2,EnvironmentalAwareness_3,EnvironmentalAwareness_4,EnvironmentalAwareness_5,CommunityInvolvement_Low,CommunityInvolvement_High,CommunityInvolvement_Moderate,CommunityInvolvement_None,UsingPlasticProducts_Often,UsingPlasticProducts_Rarely,UsingPlasticProducts_Sometimes,UsingPlasticProducts_Never,DisposalMethods_Composting,DisposalMethods_Landfill,DisposalMethods_Recycling,DisposalMethods_Combination,PhysicalActivities_Low,PhysicalActivities_Moderate,PhysicalActivities_None,PhysicalActivities_High,Rating
103,60.0,1920.0,340.0,3900.0,0,0,0,False,True,0,False,False,False,True,0,False,True,False,True,False,False,True,0,False,False,False,False,True,True,False,False,False,0,0,0,3,0,0,0,False,False,True,0,False,True,False,False,False,False,False,True,False,True,0,False,4
104,29.0,690.0,420.0,4800.0,0,0,0,True,False,0,True,False,False,False,0,False,False,False,False,True,False,False,0,True,False,False,True,False,False,True,False,False,0,0,0,2,0,0,0,False,False,False,0,True,False,False,False,False,True,False,False,False,False,0,False,1
105,47.0,1580.0,210.0,2800.0,0,0,0,False,True,0,False,True,False,False,0,True,False,False,True,False,True,False,0,False,True,False,False,False,False,False,False,True,0,0,0,4,0,0,0,False,True,False,0,False,True,False,False,False,False,True,False,False,False,0,True,5
106,34.0,960.0,285.0,3350.0,0,0,0,False,False,0,False,False,False,True,0,False,True,True,False,False,False,True,0,False,False,False,False,True,True,False,False,False,0,0,0,3,0,0,0,True,False,False,0,False,False,True,False,False,False,False,True,False,True,0,False,3
107,59.0,2280.0,465.0,5150.0,0,0,0,True,False,0,True,False,False,False,0,False,False,False,True,False,True,False,0,False,False,False,True,False,False,True,False,False,0,0,0,1,0,0,0,False,False,False,0,True,False,False,False,False,True,False,False,False,False,0,False,1
108,26.0,630.0,105.0,1550.0,0,0,0,False,True,0,False,False,True,False,0,True,False,False,False,True,False,True,0,False,False,True,False,False,False,False,True,False,0,0,0,5,0,0,0,False,True,False,0,False,False,False,True,True,False,False,False,False,False,0,True,5
109,43.0,1660.0,225.0,2950.0,0,0,0,False,False,0,False,True,False,False,0,True,False,False,True,False,False,True,0,False,True,False,False,False,False,False,False,True,0,0,0,4,0,0,0,False,False,True,0,False,False,True,False,False,False,True,False,False,True,0,False,4
110,56.0,1990.0,365.0,4150.0,0,0,0,False,True,0,False,False,True,False,0,False,True,False,True,False,True,False,0,False,False,False,False,True,True,False,False,False,0,0,0,3,0,0,0,False,False,True,0,False,True,False,False,False,False,False,True,False,True,0,False,4
111,31.0,1140.0,385.0,4350.0,0,0,0,True,False,0,True,False,False,False,0,False,False,True,False,False,False,False,0,False,False,False,True,False,False,True,False,False,0,0,0,2,0,0,0,False,False,False,0,True,False,False,False,False,True,False,False,False,False,0,False,1
112,48.0,1390.0,145.0,1950.0,0,0,0,False,True,0,False,False,False,True,0,True,False,False,True,False,True,False,0,False,True,False,False,False,False,False,False,True,0,0,0,4,0,0,0,False,True,False,0,False,True,False,False,True,False,False,False,False,False,0,True,5
113,35.0,970.0,295.0,3400.0,0,0,0,False,False,0,False,True,False,False,0,False,True,True,False,False,False,True,0,False,False,False,False,True,True,False,False,False,0,0,0,3,0,0,0,True,False,False,0,False,False,True,False,False,False,True,False,False,True,0,False,3
114,60.0,765.0,435.0,4900.0,0,0,0,True,False,0,True,False,False,False,0,False,False,False,False,True,True,False,0,False,False,False,True,False,False,True,False,False,0,0,0,1,0,0,0,False,False,False,0,True,False,False,False,False,True,False,False,False,False,0,False,1
115,27.0,1310.0,115.0,1650.0,0,0,0,False,True,0,False,False,True,False,0,True,False,False,True,False,False,True,0,False,False,True,False,False,False,False,True,False,0,0,0,5,0,0,0,False,True,False,0,False,False,False,True,True,False,False,False,False,False,0,True,5
116,44.0,1090.0,240.0,3000.0,0,0,0,False,False,0,False,True,False,False,0,True,False,True,False,False,True,False,0,False,True,False,False,False,False,False,False,True,0,0,0,4,0,0,0,False,False,True,0,False,False,True,False,False,False,True,False,False,True,0,False,4
117,59.0,1860.0,330.0,3800.0,0,0,0,False,True,0,False,False,False,True,0,False,True,False,True,False,False,True,0,False,False,False,False,True,True,False,False,False,0,0,0,3,0,0,0,True,False,False,0,False,True,False,False,False,False,False,True,True,False,0,False,3
118,32.0,665.0,415.0,4650.0,0,0,0,True,False,0,True,False,False,False,0,False,False,False,False,True,True,False,0,False,False,False,True,False,False,True,False,False,0,0,0,2,0,0,0,False,False,False,0,True,False,False,False,False,True,False,False,False,False,0,False,1
119,49.0,1440.0,135.0,1900.0,0,0,0,False,True,0,False,False,True,False,0,True,False,False,True,False,False,True,0,False,True,False,False,False,False,False,True,False,0,0,0,5,0,0,0,False,True,False,0,False,False,False,True,True,False,False,False,False,False,0,True,5
120,36.0,950.0,280.0,3300.0,0,0,0,False,False,0,False,True,False,False,0,False,True,True,False,False,True,False,0,False,False,False,False,True,True,False,False,False,0,0,0,3,0,0,0,True,False,False,0,False,False,True,False,False,False,True,False,False,True,0,False,3
121,61.0,2290.0,475.0,5250.0,0,0,0,True,False,0,True,False,False,False,0,False,False,False,True,False,False,False,0,False,False,False,True,False,False,True,False,False,0,0,0,1,0,0,0,False,False,False,0,True,False,False,False,False,True,False,False,False,False,0,False,1
122,28.0,640.0,100.0,1450.0,0,0,0,False,True,0,False,False,False,True,0,True,False,False,False,True,False,True,0,False,False,True,False,False,False,False,True,False,0,0,0,5,0,0,0,False,True,False,0,False,False,False,True,True,False,False,False,False,False,0,True,5
123,45.0,1690.0,220.0,2900.0,0,0,0,False,False,0,False,True,False,False,0,True,False,False,True,False,False,True,0,False,True,False,False,False,False,False,False,True,0,0,0,4,0,0,0,False,False,True,0,False,False,True,False,False,False,True,False,False,True,0,False,4
124,58.0,1970.0,355.0,4000.0,0,0,0,False,True,0,False,False,True,False,0,False,True,False,True,False,True,False,0,False,False,False,False,True,True,False,False,False,0,0,0,3,0,0,0,True,False,False,0,False,True,False,False,False,False,False,True,True,False,0,False,3
125,31.0,1150.0,395.0,4450.0,0,0,0,True,False,0,True,False,False,False,0,False,False,True,False,False,True,False,0,False,False,False,True,False,False,True,False,False,0,0,0,2,0,0,0,False,False,False,0,True,False,False,False,False,True,False,False,False,False,0,False,1
126,42.0,1360.0,190.0,2400.0,0,0,0,False,True,0,False,False,True,False,0,True,False,False,True,False,False,True,0,False,True,False,False,False,False,False,True,False,0,0,0,4,0,0,0,False,False,True,0,False,False,False,True,True,False,False,False,False,False,0,True,5
127,27.0,990.0,300.0,3500.0,0,0,0,False,False,0,False,True,False,False,0,False,True,True,False,False,True,False,0,False,False,False,False,True,False,False,False,True,0,0,0,3,0,0,0,True,False,False,0,False,False,True,False,False,False,True,False,False,True,0,False,3
128,59.0,1910.0,335.0,3850.0,0,0,0,False,True,0,False,False,False,True,0,False,True,False,True,False,False,True,0,False,False,False,False,True,True,False,False,False,0,0,0,3,0,0,0,False,False,True,0,False,True,False,False,False,False,False,True,False,True,0,False,4
129,32.0,680.0,415.0,4750.0,0,0,0,True,False,0,True,False,False,False,0,False,False,False,False,True,False,False,0,True,False,False,True,False,False,True,False,False,0,0,0,2,0,0,0,False,False,False,0,True,False,False,False,False,True,False,False,False,False,0,False,1
130,48.0,1590.0,215.0,2850.0,0,0,0,False,True,0,False,True,False,False,0,True,False,False,True,False,True,False,0,False,True,False,False,False,False,False,False,True,0,0,0,4,0,0,0,False,True,False,0,False,True,False,False,False,False,True,False,False,False,0,True,5
131,35.0,975.0,290.0,3400.0,0,0,0,False,False,0,False,False,False,True,0,False,True,True,False,False,False,True,0,False,False,False,False,True,True,False,False,False,0,0,0,3,0,0,0,True,False,False,0,False,False,True,False,False,False,False,True,False,True,0,False,3
132,60.0,2295.0,470.0,5200.0,0,0,0,True,False,0,True,False,False,False,0,False,False,False,True,False,True,False,0,False,False,False,True,False,False,True,False,False,0,0,0,1,0,0,0,False,False,False,0,True,False,False,False,False,True,False,False,False,False,0,False,1
133,26.0,625.0,100.0,1450.0,0,0,0,False,True,0,False,False,True,False,0,True,False,False,False,True,False,True,0,False,False,True,False,False,False,False,True,False,0,0,0,5,0,0,0,False,True,False,0,False,False,False,True,True,False,False,False,False,False,0,True,5
134,43.0,1670.0,230.0,2950.0,0,0,0,False,False,0,False,True,False,False,0,True,False,False,True,False,False,True,0,False,True,False,False,False,False,False,False,True,0,0,0,4,0,0,0,False,False,True,0,False,False,True,False,False,False,True,False,False,True,0,False,4
135,56.0,2000.0,360.0,4100.0,0,0,0,False,True,0,False,False,True,False,0,False,True,False,True,False,True,False,0,False,False,False,False,True,True,False,False,False,0,0,0,3,0,0,0,False,False,True,0,False,True,False,False,False,False,False,True,False,True,0,False,4
136,31.0,1135.0,380.0,4300.0,0,0,0,True,False,0,True,False,False,False,0,False,False,True,False,False,False,False,0,False,False,False,True,False,False,True,False,False,0,0,0,2,0,0,0,False,False,False,0,True,False,False,False,False,True,False,False,False,False,0,False,1
137,48.0,1380.0,140.0,1900.0,0,0,0,False,True,0,False,False,False,True,0,True,False,False,True,False,False,True,0,False,True,False,False,False,False,False,True,False,0,0,0,4,0,0,0,False,True,False,0,False,False,False,True,True,False,False,False,False,False,0,True,5
138,35.0,965.0,295.0,3450.0,0,0,0,False,False,0,False,True,False,False,0,False,True,True,False,False,True,False,0,False,False,False,False,True,True,False,False,False,0,0,0,3,0,0,0,True,False,False,0,False,False,True,False,False,False,True,False,False,True,0,False,3
139,60.0,775.0,440.0,4950.0,0,0,0,True,False,0,True,False,False,False,0,False,False,False,False,True,True,False,0,False,False,False,True,False,False,True,False,False,0,0,0,1,0,0,0,False,False,False,0,True,False,False,False,False,True,False,False,False,False,0,False,1
140,27.0,1305.0,110.0,1600.0,0,0,0,False,True,0,False,False,True,False,0,True,False,False,True,False,False,True,0,False,False,True,False,False,False,False,True,False,0,0,0,5,0,0,0,False,True,False,0,False,False,False,True,True,False,False,False,False,False,0,True,5
141,44.0,1080.0,235.0,3050.0,0,0,0,False,False,0,False,True,False,False,0,True,False,True,False,False,True,False,0,False,True,False,False,False,False,False,False,True,0,0,0,4,0,0,0,False,False,True,0,False,False,True,False,False,False,True,False,False,True,0,False,4
142,59.0,1890.0,335.0,3950.0,0,0,0,False,True,0,False,False,False,True,0,False,True,False,True,False,False,True,0,False,False,False,False,True,True,False,False,False,0,0,0,3,0,0,0,True,False,False,0,False,True,False,False,False,False,False,True,True,False,0,False,3
143,32.0,675.0,410.0,4600.0,0,0,0,True,False,0,True,False,False,False,0,False,False,False,False,True,True,False,0,False,False,False,True,False,False,True,False,False,0,0,0,2,0,0,0,False,False,False,0,True,False,False,False,False,True,False,False,False,False,0,False,1
144,49.0,1470.0,155.0,2050.0,0,0,0,False,True,0,False,False,True,False,0,True,False,False,True,False,False,True,0,False,True,False,False,False,False,False,True,False,0,0,0,4,0,0,0,False,True,False,0,False,False,False,True,True,False,False,False,False,False,0,True,5
145,36.0,985.0,290.0,3400.0,0,0,0,False,False,0,False,True,False,False,0,False,True,True,False,False,True,False,0,False,False,False,False,True,True,False,False,False,0,0,0,3,0,0,0,False,False,True,0,False,False,True,False,False,False,True,False,False,True,0,False,3
146,61.0,2310.0,470.0,5200.0,0,0,0,True,False,0,True,False,False,False,0,False,False,False,True,False,False,False,0,False,False,False,True,False,False,True,False,False,0,0,0,1,0,0,0,False,False,False,0,True,False,False,False,False,True,False,False,False,False,0,False,1
147,28.0,635.0,95.0,1350.0,0,0,0,False,True,0,False,False,False,True,0,True,False,False,False,True,False,True,0,False,False,True,False,False,False,False,True,False,0,0,0,5,0,0,0,False,True,False,0,False,False,False,True,True,False,False,False,False,False,0,True,5
148,45.0,1685.0,225.0,2950.0,0,0,0,False,False,0,False,True,False,False,0,True,False,False,True,False,False,True,0,False,True,False,False,False,False,False,False,True,0,0,0,4,0,0,0,False,False,True,0,False,False,True,False,False,False,True,False,False,True,0,False,4
149,58.0,1995.0,360.0,4100.0,0,0,0,False,True,0,False,False,True,False,0,False,True,False,True,False,True,False,0,False,False,False,False,True,True,False,False,False,0,0,0,3,0,0,0,True,False,False,0,False,True,False,False,False,False,False,True,True,False,0,False,3
150,31.0,1145.0,385.0,4350.0,0,0,0,True,False,0,True,False,False,False,0,False,False,True,False,False,True,False,0,False,False,False,True,False,False,True,False,False,0,0,0,2,0,0,0,False,False,False,0,True,False,False,False,False,True,False,False,False,False,0,False,1
151,40.0,1370.0,185.0,2350.0,0,0,0,False,True,0,False,False,False,True,0,True,False,False,True,False,True,False,0,False,True,False,False,False,False,False,True,False,0,0,0,4,0,0,0,False,False,True,0,False,False,False,True,True,False,False,False,False,False,0,True,5
152,26.0,985.0,305.0,3550.0,0,0,0,False,False,0,False,True,False,False,0,False,True,True,False,False,False,True,0,False,False,False,False,True,False,False,False,True,0,0,0,3,0,0,0,True,False,False,0,False,False,True,False,False,False,True,False,False,True,0,False,3
153,59.0,1900.0,340.0,3900.0,0,0,0,False,True,0,False,False,False,True,0,False,True,False,True,False,False,False,0,False,False,False,False,True,True,False,False,False,0,0,0,3,0,0,0,False,False,True,0,False,True,False,False,False,False,False,True,False,True,0,False,4
154,33.0,695.0,425.0,4850.0,0,0,0,True,False,0,True,False,False,False,0,False,False,False,False,True,True,False,0,False,False,False,True,False,False,True,False,False,0,0,0,2,0,0,0,False,False,False,0,True,False,False,False,False,True,False,False,False,False,0,False,1
155,47.0,1570.0,205.0,2850.0,0,0,0,False,True,0,False,True,False,False,0,True,False,False,True,False,False,True,0,False,True,False,False,False,False,False,False,True,0,0,0,4,0,0,0,False,True,False,0,False,True,False,False,False,False,True,False,False,False,0,True,5
156,34.0,965.0,290.0,3450.0,0,0,0,False,False,0,False,False,False,True,0,False,True,True,False,False,True,False,0,False,False,False,False,True,True,False,False,False,0,0,0,3,0,0,0,True,False,False,0,False,False,True,False,False,False,False,True,False,True,0,False,3
157,59.0,2305.0,460.0,5100.0,0,0,0,True,False,0,True,False,False,False,0,False,False,False,True,False,False,False,0,True,False,False,True,False,False,True,False,False,0,0,0,1,0,0,0,False,False,False,0,True,False,False,False,False,True,False,False,False,False,0,False,1
158,26.0,635.0,105.0,1500.0,0,0,0,False,True,0,False,False,True,False,0,True,False,False,False,True,False,True,0,False,False,True,False,False,False,False,True,False,0,0,0,5,0,0,0,False,True,False,0,False,False,False,True,True,False,False,False,False,False,0,True,5
159,43.0,1655.0,235.0,3000.0,0,0,0,False,False,0,False,True,False,False,0,True,False,False,True,False,True,False,0,False,True,False,False,False,False,False,False,True,0,0,0,4,0,0,0,False,False,True,0,False,False,True,False,False,False,True,False,False,True,0,False,4
160,56.0,1980.0,360.0,4050.0,0,0,0,False,True,0,False,False,True,False,0,False,True,False,True,False,False,True,0,False,False,False,False,True,True,False,False,False,0,0,0,3,0,0,0,True,False,False,0,False,True,False,False,False,False,False,True,True,False,0,False,3
161,31.0,1140.0,385.0,4350.0,0,0,0,True,False,0,True,False,False,False,0,False,False,True,False,False,True,False,0,False,False,False,True,False,False,True,False,False,0,0,0,2,0,0,0,False,False,False,0,True,False,False,False,False,True,False,False,False,False,0,False,1
162,48.0,1395.0,140.0,1950.0,0,0,0,False,True,0,False,False,False,True,0,True,False,False,True,False,False,True,0,False,True,False,False,False,False,False,True,False,0,0,0,4,0,0,0,False,True,False,0,False,False,False,True,True,False,False,False,False,False,0,True,5
163,35.0,975.0,295.0,3450.0,0,0,0,False,False,0,False,True,False,False,0,False,True,True,False,False,True,False,0,False,False,False,False,True,True,False,False,False,0,0,0,3,0,0,0,True,False,False,0,False,False,True,False,False,False,True,False,False,True,0,False,3
164,60.0,770.0,440.0,4950.0,0,0,0,True,False,0,True,False,False,False,0,False,False,False,False,True,True,False,0,False,False,False,True,False,False,True,False,False,0,0,0,1,0,0,0,False,False,False,0,True,False,False,False,False,True,False,False,False,False,0,False,1
165,27.0,1315.0,110.0,1650.0,0,0,0,False,True,0,False,False,True,False,0,True,False,False,True,False,False,True,0,False,False,True,False,False,False,False,True,False,0,0,0,5,0,0,0,False,True,False,0,False,False,False,True,True,False,False,False,False,False,0,True,5
166,44.0,1085.0,240.0,3050.0,0,0,0,False,False,0,False,True,False,False,0,True,False,True,False,False,False,False,0,True,True,False,False,False,False,False,False,True,0,0,0,4,0,0,0,False,False,True,0,False,False,True,False,False,False,True,False,False,True,0,False,4
167,59.0,1895.0,330.0,3850.0,0,0,0,False,True,0,False,False,False,True,0,False,True,False,True,False,False,True,0,False,False,False,False,True,True,False,False,False,0,0,0,3,0,0,0,True,False,False,0,False,True,False,False,False,False,False,True,True,False,0,False,3
168,32.0,670.0,415.0,4600.0,0,0,0,True,False,0,True,False,False,False,0,False,False,False,False,True,True,False,0,False,False,False,True,False,False,True,False,False,0,0,0,2,0,0,0,False,False,False,0,True,False,False,False,False,True,False,False,False,False,0,False,1
169,49.0,1460.0,150.0,2000.0,0,0,0,False,True,0,False,False,True,False,0,True,False,False,True,False,False,True,0,False,True,False,False,False,False,False,True,False,0,0,0,5,0,0,0,False,True,False,0,False,False,False,True,True,False,False,False,False,False,0,True,5
170,36.0,980.0,285.0,3350.0,0,0,0,False,False,0,False,True,False,False,0,False,True,True,False,False,True,False,0,False,False,False,False,True,True,False,False,False,0,0,0,3,0,0,0,True,False,False,0,False,False,True,False,False,False,True,False,False,True,0,False,3
171,61.0,2300.0,470.0,5200.0,0,0,0,True,False,0,True,False,False,False,0,False,False,False,True,False,False,False,0,False,False,False,True,False,False,True,False,False,0,0,0,1,0,0,0,False,False,False,0,True,False,False,False,False,True,False,False,False,False,0,False,1
172,28.0,640.0,95.0,1300.0,0,0,0,False,True,0,False,False,False,True,0,True,False,False,False,True,False,True,0,False,False,True,False,False,False,False,True,False,0,0,0,5,0,0,0,False,True,False,0,False,False,False,True,True,False,False,False,False,False,0,True,5
173,45.0,1695.0,220.0,2900.0,0,0,0,False,False,0,False,True,False,False,0,True,False,False,True,False,False,True,0,False,True,False,False,False,False,False,False,True,0,0,0,4,0,0,0,False,False,True,0,False,False,True,False,False,False,True,False,False,True,0,False,4
174,58.0,1965.0,350.0,4000.0,0,0,0,False,True,0,False,False,True,False,0,False,True,False,True,False,True,False,0,False,False,False,False,True,True,False,False,False,0,0,0,3,0,0,0,False,False,True,0,False,True,False,False,False,False,False,True,False,True,0,False,4
175,31.0,1155.0,390.0,4400.0,0,0,0,True,False,0,True,False,False,False,0,False,False,True,False,False,True,False,0,False,False,False,True,False,False,True,False,False,0,0,0,2,0,0,0,False,False,False,0,True,False,False,False,False,True,False,False,False,False,0,False,1
176,41.0,1020.0,195.0,2450.0,0,0,0,False,True,0,False,False,True,False,0,True,False,True,False,False,False,True,0,False,True,False,False,False,False,False,False,True,0,0,0,4,0,0,0,False,False,True,0,False,False,False,True,True,False,False,False,False,False,0,True,5
177,26.0,1540.0,305.0,3550.0,0,0,0,False,False,0,False,True,False,False,0,False,True,False,True,False,True,False,0,False,False,False,False,True,True,False,False,False,0,0,0,3,0,0,0,True,False,False,0,False,False,True,False,False,False,True,False,False,True,0,False,3
178,59.0,1915.0,345.0,3950.0,0,0,0,False,True,0,False,False,False,True,0,False,True,False,True,False,False,True,0,False,False,False,False,True,True,False,False,False,0,0,0,3,0,0,0,True,False,False,0,False,True,False,False,False,False,False,True,True,False,0,False,3
179,32.0,685.0,420.0,4800.0,0,0,0,True,False,0,True,False,False,False,0,False,False,False,False,True,True,False,0,False,False,False,True,False,False,True,False,False,0,0,0,2,0,0,0,False,False,False,0,True,False,False,False,False,True,False,False,False,False,0,False,1
180,48.0,1585.0,210.0,2800.0,0,0,0,False,True,0,False,True,False,False,0,True,False,False,True,False,False,True,0,False,True,False,False,False,False,False,False,True,0,0,0,4,0,0,0,False,True,False,0,False,True,False,False,False,False,True,False,False,False,0,True,5
181,35.0,970.0,295.0,3450.0,0,0,0,False,False,0,False,False,False,True,0,False,True,True,False,False,True,False,0,False,False,False,False,True,True,False,False,False,0,0,0,3,0,0,0,True,False,False,0,False,False,True,False,False,False,False,True,False,True,0,False,3
182,60.0,2315.0,465.0,5150.0,0,0,0,True,False,0,True,False,False,False,0,False,False,False,True,False,False,False,0,True,False,False,True,False,False,True,False,False,0,0,0,1,0,0,0,False,False,False,0,True,False,False,False,False,True,False,False,False,False,0,False,1
183,26.0,630.0,100.0,1400.0,0,0,0,False,True,0,False,False,True,False,0,True,False,False,False,True,False,True,0,False,False,True,False,False,False,False,True,False,0,0,0,5,0,0,0,False,True,False,0,False,False,False,True,True,False,False,False,False,False,0,True,5
184,43.0,1665.0,230.0,2900.0,0,0,0,False,False,0,False,True,False,False,0,True,False,False,True,False,False,True,0,False,True,False,False,False,False,False,False,True,0,0,0,4,0,0,0,False,False,True,0,False,False,True,False,False,False,True,False,False,True,0,False,4
185,56.0,1995.0,355.0,4050.0,0,0,0,False,True,0,False,False,True,False,0,False,True,False,True,False,True,False,0,False,False,False,False,True,True,False,False,False,0,0,0,3,0,0,0,False,False,True,0,False,True,False,False,False,False,False,True,False,True,0,False,4
186,31.0,1145.0,385.0,4350.0,0,0,0,True,False,0,True,False,False,False,0,False,False,True,False,False,False,False,0,False,False,False,True,False,False,True,False,False,0,0,0,2,0,0,0,False,False,False,0,True,False,False,False,False,True,False,False,False,False,0,False,1
187,48.0,1395.0,145.0,1950.0,0,0,0,False,True,0,False,False,False,True,0,True,False,False,True,False,False,True,0,False,True,False,False,False,False,False,True,False,0,0,0,4,0,0,0,False,True,False,0,False,False,False,True,True,False,False,False,False,False,0,True,5
188,35.0,975.0,290.0,3400.0,0,0,0,False,False,0,False,True,False,False,0,False,True,True,False,False,True,False,0,False,False,False,False,True,True,False,False,False,0,0,0,3,0,0,0,True,False,False,0,False,False,True,False,False,False,True,False,False,True,0,False,3
189,60.0,760.0,445.0,4950.0,0,0,0,True,False,0,True,False,False,False,0,False,False,False,False,True,True,False,0,False,False,False,True,False,False,True,False,False,0,0,0,1,0,0,0,False,False,False,0,True,False,False,False,False,True,False,False,False,False,0,False,1
190,27.0,1310.0,110.0,1600.0,0,0,0,False,True,0,False,False,True,False,0,True,False,False,True,False,False,True,0,False,False,True,False,False,False,False,True,False,0,0,0,5,0,0,0,False,True,False,0,False,False,False,True,True,False,False,False,False,False,0,True,5
191,44.0,1085.0,245.0,3100.0,0,0,0,False,False,0,False,True,False,False,0,True,False,True,False,False,True,False,0,False,True,False,False,False,False,False,False,True,0,0,0,4,0,0,0,False,False,True,0,False,False,True,False,False,False,True,False,False,True,0,False,4
192,59.0,1895.0,335.0,3950.0,0,0,0,False,True,0,False,False,False,True,0,False,True,False,True,False,False,True,0,False,False,False,False,True,True,False,False,False,0,0,0,3,0,0,0,True,False,False,0,False,True,False,False,False,False,False,True,True,False,0,False,3
193,32.0,675.0,410.0,4650.0,0,0,0,True,False,0,True,False,False,False,0,False,False,False,False,True,True,False,0,False,False,False,True,False,False,True,False,False,0,0,0,2,0,0,0,False,False,False,0,True,False,False,False,False,True,False,False,False,False,0,False,1
194,49.0,1465.0,155.0,2050.0,0,0,0,False,True,0,False,False,True,False,0,True,False,False,True,False,False,True,0,False,True,False,False,False,False,False,True,False,0,0,0,4,0,0,0,False,True,False,0,False,False,False,True,True,False,False,False,False,False,0,True,5
195,36.0,980.0,285.0,3350.0,0,0,0,False,False,0,False,True,False,False,0,False,True,True,False,False,True,False,0,False,False,False,False,True,True,False,False,False,0,0,0,3,0,0,0,True,False,False,0,False,False,True,False,False,False,True,False,False,True,0,False,3
196,61.0,2305.0,475.0,5250.0,0,0,0,True,False,0,True,False,False,False,0,False,False,False,True,False,False,False,0,False,False,False,True,False,False,True,False,False,0,0,0,1,0,0,0,False,False,False,0,True,False,False,False,False,True,False,False,False,False,0,False,1
197,28.0,640.0,100.0,1450.0,0,0,0,False,True,0,False,False,False,True,0,True,False,False,False,True,False,True,0,False,False,True,False,False,False,False,True,False,0,0,0,5,0,0,0,False,True,False,0,False,False,False,True,True,False,False,False,False,False,0,True,5
198,45.0,1690.0,220.0,2900.0,0,0,0,False,False,0,False,True,False,False,0,True,False,False,True,False,False,True,0,False,True,False,False,False,False,False,False,True,0,0,0,4,0,0,0,False,False,True,0,False,False,True,False,False,False,True,False,False,True,0,False,4
199,58.0,1970.0,350.0,4000.0,0,0,0,False,True,0,False,False,True,False,0,False,True,False,True,False,True,False,0,False,False,False,False,True,True,False,False,False,0,0,0,3,0,0,0,True,False,False,0,False,True,False,False,False,False,False,True,True,False,0,False,3
200,31.0,1150.0,395.0,4450.0,0,0,0,True,False,0,True,False,False,False,0,False,False,True,False,False,True,False,0,False,False,False,True,False,False,True,False,False,0,0,0,2,0,0,0,False,False,False,0,True,False,False,False,False,True,False,False,False,False,0,False,1
201,35.0,800.0,100.0,1500.0,0,0,0,False,True,0,False,False,False,True,0,True,False,True,False,False,False,True,0,False,True,False,False,False,False,False,True,False,0,0,0,5,0,0,0,False,True,False,0,False,True,False,False,True,False,False,False,False,False,0,True,5
202,28.0,1500.0,250.0,3000.0,0,0,0,False,False,0,False,True,False,False,0,False,True,False,True,False,True,False,0,False,False,False,False,True,False,False,False,True,0,0,0,4,0,0,0,False,False,True,0,False,False,True,False,False,False,True,False,False,True,0,False,4
203,65.0,2500.0,400.0,4500.0,0,0,0,True,False,0,True,False,False,False,0,False,False,False,True,False,True,False,0,False,False,False,True,False,True,False,False,False,0,0,0,2,0,0,0,True,False,False,0,True,False,False,False,False,True,False,False,True,False,0,False,1
204,42.0,950.0,150.0,2000.0,0,0,0,False,True,0,False,False,True,False,0,True,False,True,False,False,False,True,0,False,True,False,False,False,False,False,False,True,0,0,0,4,0,0,0,False,False,True,0,False,True,False,False,False,False,True,False,False,False,0,True,5
205,31.0,1800.0,300.0,3500.0,0,0,0,False,False,0,False,True,False,False,0,False,True,False,True,False,False,False,0,False,False,False,False,True,True,False,False,False,0,0,0,3,0,0,0,True,False,False,0,False,False,True,False,False,False,False,True,False,True,0,False,3
206,58.0,2200.0,450.0,5000.0,0,0,0,True,False,0,True,False,False,False,0,False,False,False,True,False,True,False,0,False,False,False,True,False,False,True,False,False,0,0,0,1,0,0,0,False,False,False,0,True,False,False,False,False,True,False,False,False,False,0,False,1
207,25.0,600.0,80.0,1200.0,0,0,0,False,True,0,False,False,False,True,0,True,False,False,False,True,False,True,0,False,False,True,False,False,False,False,True,False,0,0,0,5,0,0,0,False,True,False,0,False,False,False,True,True,False,False,False,False,False,0,True,5
208,39.0,1600.0,200.0,2800.0,0,0,0,False,False,0,False,True,False,False,0,True,False,False,True,False,False,True,0,False,True,False,False,False,False,False,False,True,0,0,0,4,0,0,0,False,False,True,0,False,False,True,False,False,False,True,False,False,True,0,False,4
209,52.0,2000.0,350.0,4000.0,0,0,0,False,True,0,False,False,True,False,0,False,True,False,True,False,True,False,0,False,False,False,False,True,True,False,False,False,0,0,0,3,0,0,0,True,False,False,0,False,True,False,False,False,False,False,True,True,False,0,False,3
